node_key,skill,id,name,type,ascendancy_id,group,orbit,orbit_index,x,y,stats,stat_count,recipe,flavour_text,reminder_text,granted_passive_points,granted_skill_name,granted_skill_type_line,granted_skill_base_type,is_notable,is_keystone,is_mastery,is_jewel_socket,is_ascendancy_start,is_generic_attribute,keystones_in_radius,out,in,edges,icon,active_effect_image,extra_json
23930,23930,elemental8_,Elemental Damage,small,,274,4,40,-7240.25,-363.325,10% increased [ElementalDamage|Elemental Damage],1,,,,,,,,,,,,,,,46024|58295,50629|45383,991|1040|1037|1038,Art/2DArt/SkillIcons/passives/elementaldamage.png,,
30662,30662,lightning1_,Lightning Damage,small,,274,4,32,-6906.44,-363.325,12% increased [Lightning] Damage,1,,,,,,,,,,,,,,,26291,45383,1041|1039,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,
45383,45383,lightning3,Lightning Damage,small,,274,4,36,-7073.34,-333.895,12% increased [Lightning] Damage,1,,,,,,,,,,,,,,,23930|30662,,1040|1041,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,
26291,26291,lightning30,Electrifying Nature,notable,,274,4,28,-6759.66,-448.065,25% increased [Lightning] Damage|15% increased [Shock] Duration,2,LiquidEnvy|DilutedLiquidGreed|LiquidParanoia,,,,,,,true,,,,,,,48935,30662,1039|1042,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,
46024,46024,lightning31,Sigil of Lightning,notable,,274,4,44,-7387.03,-448.065,30% increased Damage with Hits against Shocked Enemies,1,LiquidParanoia|ConcentratedLiquidSuffering|LiquidParanoia,,,,,,,true,,,,,,,,44298|23930,993|1037,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,
65509,65509,energy_shield_and_armour41,Armour Applies to Elemental Damage and Energy Shield Delay,small,,275,3,22,-7237.17,-3365.02,+5% of [Armour|Armour] also applies to [ElementalDamage|Elemental Damage]|4% [FasterESRechargeStart|faster start of Energy Shield Recharge],2,,,,,,,,,,,,,,,41384|51821,,1043|1044,Art/2DArt/SkillIcons/passives/ArmourElementalDamageEnergyShieldRecharge.png,,
41384,41384,energy_shield_and_armour42,Armour Applies to Elemental Damage and Energy Shield Delay,small,,275,3,4,-6780.92,-3242.76,+5% of [Armour|Armour] also applies to [ElementalDamage|Elemental Damage]|4% [FasterESRechargeStart|faster start of Energy Shield Recharge],2,,,,,,,,,,,,,,,51672,65509,1043|1045,Art/2DArt/SkillIcons/passives/ArmourElementalDamageEnergyShieldRecharge.png,,
51672,51672,energy_shield_and_armour43,Armour Applies to Elemental Damage and Energy Shield Delay,small,,275,3,10,-6903.17,-2786.51,+5% of [Armour|Armour] also applies to [ElementalDamage|Elemental Damage]|4% [FasterESRechargeStart|faster start of Energy Shield Recharge],2,,,,,,,,,,,,,,,31955,41384,1045|1046,Art/2DArt/SkillIcons/passives/ArmourElementalDamageEnergyShieldRecharge.png,,
31955,31955,energy_shield_and_armour44,Voll's Protection,notable,,275,3,16,-7359.43,-2908.76,+15% of [Armour|Armour] also applies to [ElementalDamage|Elemental Damage]|10% [FasterESRechargeStart|faster start of Energy Shield Recharge]|10% increased [Block] chance|Gain 10 [EnergyShield|Energy Shield] when you Block|Recover 10 Life when you [Block],5,ConcentratedLiquidIsolation|LiquidParanoia|LiquidDespair,,,,,,,true,,,,,,,37641,51672,1046|1047,Art/2DArt/SkillIcons/passives/ArmourElementalDamageEnergyShieldRecharge.png,,
59093,59093,intelligence71,Attribute,attribute,,276,0,0,-7050.15,-8009.76,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,45202,14110|5088|53444|4621,4140|45202|23382,796|952|1255|1048|1049|1050|1051,Art/2DArt/SkillIcons/passives/plusattribute.png,,
61973,61973,AscendancyMercenary2Notable1,Pitiless Killer,notable,Mercenary2,277,6,44,-7583.45,19467.3,[CullingStrike|Culling Strike],1,,,,,,,,true,,,,,,,40719,43131,1054|1052,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterCullingStrike.png,,
38601,38601,AscendancyMercenary2Notable5,Obsessive Rituals,notable,Mercenary2,277,6,28,-6504.86,19467.3,50% less [Armour] and [Evasion] Rating|Grants Skill: <underline>{Sorcery Ward},2,,,,,,Sorcery Ward,Sorcery Ward,true,,,,,,,34501,61897,1056|1053,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterArmourEvasionConvertedSpellAegis.png,,
43131,43131,AscendancyMercenary2Small1,Damage vs Low Life Enemies,ascendancy_small,Mercenary2,277,8,40,-7412.17,19835.7,35% increased Damage with [HitDamage|Hits] against Enemies that are on [LowLife|Low Life],1,,,,,,,,,,,,,,,61973,7120,1058|1054,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
40719,40719,AscendancyMercenary2Small2,Damage vs Low Life Enemies,ascendancy_small,Mercenary2,277,5,47,-7582.34,19201.4,35% increased Damage with [HitDamage|Hits] against Enemies that are on [LowLife|Low Life],1,,,,,,,,,,,,,,,17646,61973,1052|1055,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
61897,61897,AscendancyMercenary2Small5,Armour and Evasion,ascendancy_small,Mercenary2,277,8,32,-6676.14,19835.7,15% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,38601,7120,1060|1056,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
34501,34501,AscendancyMercenary2Small6,Armour and Evasion,ascendancy_small,Mercenary2,277,5,25,-6505.97,19201.4,15% increased [Armour] and [Evasion] Rating,1,,,,,,,,,,,,,,,6935,38601,1053|1057,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
7120,7120,AscendancyMercenary2Start,Witchhunter,ascendancy_start,Mercenary2,277,9,72,-7044.15,20144.6,,0,,,,,,,,,,,,true,,,43131|20830|61897|51737|25172,50986,3153|1058|1059|1060|1061|1062,Art/2DArt/SkillIcons/passives/damage.png,,
25172,25172,AscendancyMercenary2Small3,Cooldown Recovery Rate,ascendancy_small,Mercenary2,278,0,0,-7044.15,19873.9,6% increased [CooldownRecovery|Cooldown Recovery Rate],1,,,,,,,,,,,,,,,3704,7120,1062|1063,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
46535,46535,AscendancyMercenary2Notable4,No Mercy,notable,Mercenary2,279,0,0,-7039.8,18924.2,Deal up to 40% more Damage to Enemies based on their missing [Concentration],1,,,,,,,,true,,,,,,,,32559,1064,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterDamageMonsterMissingFocus.png,,
32559,32559,AscendancyMercenary2Small4,Cooldown Recovery Rate,ascendancy_small,Mercenary2,280,0,0,-7039.8,19226.1,6% increased [CooldownRecovery|Cooldown Recovery Rate],1,,,,,,,,,,,,,,,46535,3704,1065|1064,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterNode.png,,
3704,3704,AscendancyMercenary2Notable3_,Witchbane,notable,Mercenary2,281,0,0,-7039.8,19507,Enemies have Maximum [Concentration] equal to 30% of their Maximum Life|Break enemy [Concentration] on [HitDamage|Hit] equal to 100% of Damage Dealt|Enemies regain 10% of [Concentration] every second if they haven't lost [Concentration] in the past 5 seconds,3,,,,,,,,true,,,,,,,32559,25172,1063|1065,Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterDrainMonsterFocus.png,,
52993,52993,oracle_glory_elemental1,Elemental Damage,small,,282,7,4,-6821.89,-1824.91,16% increased [ElementalDamage|Elemental Damage],1,,,,,,,,,,,,,,,9414,18081,1069|1066,Art/2DArt/SkillIcons/passives/elementaldamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
9414,9414,oracle_glory_elemental2_,Elemental Damage,small,,282,2,21,-7154.36,-1815.87,16% increased [ElementalDamage|Elemental Damage],1,,,,,,,,,,,,,,,,49734|52993,826|1066,Art/2DArt/SkillIcons/passives/elementaldamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
32768,32768,oracle_glory_elemental3_,Glory Generation,small,,282,2,17,-7196.81,-1657.46,20% increased [Glory] generation,1,,,,,,,,,,,,,,,8107,49734,827|1067,Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
8107,8107,oracle_glory_elemental4,Glory Generation,small,,282,7,10,-6913.4,-1483.4,20% increased [Glory] generation,1,,,,,,,,,,,,,,,18081,32768,1067|1068,Art/2DArt/SkillIcons/passives/IncreasedPhysicalDamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
18081,18081,oracle_glory_elemental5_,Call Upon the Deep,notable,,282,3,7,-6715.78,-1613.46,Damage Penetrates 20% [ElementalDamage|Elemental] [Resistances] for each time you've used a Skill that Requires [Glory] in the past 6 seconds,1,,,,,,,,true,,,,,,,52993|14980,8107,1068|1069|1070,Art/2DArt/SkillIcons/passives/elementaldamage.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
14980,14980,oracle_glory_elemental_mastery1,Elemental Mastery,mastery,,282,0,0,-7038.4,-1699.91,,0,,,,,,,,,,true,,,,,,18081,1070,Art/2DArt/SkillIcons/passives/MasteryElementalDamage.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryElementalPattern.png,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
25229,25229,endurance_charges1_,Endurance Charge Duration,small,,283,2,20,-7167.44,7327.4,20% increased [Charges|Endurance Charge] Duration,1,,,,,,,,,,,,,,32349,21390,7972,1072|1071,Art/2DArt/SkillIcons/passives/chargestr.png,,
7972,7972,endurance_charges2,Endurance Charge Duration,small,,283,2,4,-6883.39,7327.4,20% increased [Charges|Endurance Charge] Duration,1,,,,,,,,,,,,,,32349,25229|5663,21390,1074|1072|1073,Art/2DArt/SkillIcons/passives/chargestr.png,,
21390,21390,endurance_charges3,Endurance Charge Duration,small,,283,2,12,-7025.42,7573.4,20% increased [Charges|Endurance Charge] Duration,1,,,,,,,,,,,,,,32349,7972,25229|62498,1071|1077|1074,Art/2DArt/SkillIcons/passives/chargestr.png,,
5663,5663,endurance_charges7,Endurance,notable,,283,0,0,-7025.42,7409.4,+2 to Maximum [Charges|Endurance Charges],1,DilutedLiquidGuilt|ConcentratedLiquidIsolation|LiquidEnvy,,,,,,,true,,,,,,32349,,7972,1073,Art/2DArt/SkillIcons/passives/chargestr.png,,
62498,62498,attributes6,Attribute,attribute,,284,0,0,-7025.42,7906.98,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,3446|51561|21390|41363|12255,,1075|1076|1077|1078|1079,Art/2DArt/SkillIcons/passives/plusattribute.png,,
12255,12255,life_flasks33,Life Flasks,small,,285,2,0,-7025.42,8343.21,10% increased Life Recovery from [Flask|Flasks],1,,,,,,,,,,,,,,,989|27740,62498,1079|1080|1081,Art/2DArt/SkillIcons/passives/flaskstr.png,,
989,989,life_flasks34,Life Flasks,small,,285,2,20,-7167.44,8425.21,15% increased Life Recovery from [Flask|Flasks],1,,,,,,,,,,,,,,,26416,12255,1080|1082,Art/2DArt/SkillIcons/passives/flaskstr.png,,
26416,26416,life_flasks35,Life Flasks,small,,285,2,16,-7167.44,8589.21,15% increased Life Recovery from [Flask|Flasks],1,,,,,,,,,,,,,,,35792,989,1082|1083,Art/2DArt/SkillIcons/passives/flaskstr.png,,
27740,27740,life_flasks36,Rage on Hit,small,,285,2,6,-6861.42,8507.21,Gain 1 [Rage|Rage] on [Melee] [HitDamage|Hit],1,,,,,,,,,,,,,,,35792,12255,1081|1084,Art/2DArt/SkillIcons/passives/Rage.png,,
35792,35792,life_flasks37,Blood of Rage,notable,,285,2,12,-7025.42,8671.21,Gain 8 [Rage] when you use a Life [Flask],1,ConcentratedLiquidIsolation|LiquidDespair|ConcentratedLiquidIsolation,,,,,,,true,,,,,,,,26416|27740,1083|1084,Art/2DArt/SkillIcons/passives/flaskstr.png,,
45632,45632,mana16,Mind Eraser,notable,,286,7,19,-7179.99,-5604.12,20% increased Mana Regeneration Rate|15% increased Mana Cost [Efficiency],2,ConcentratedLiquidFear|DilutedLiquidIre|LiquidParanoia,,,,,,,true,,,,,,55048,24551,25503,1087|1085,Art/2DArt/SkillIcons/passives/mana.png,,
25503,25503,mana5,Mana Regeneration,small,,286,7,16,-7155.01,-5414.42,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,27068|45632,,1086|1087,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
27068,27068,mana6,Mana Regeneration,small,,286,7,14,-7063.5,-5322.91,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,35831,25503,1086|1088,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
35831,35831,mana7,Mana Regeneration,small,,286,7,9,-6761.73,-5362.64,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,904,27068|11248,1088|1176|1089,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
27388,27388,mana_regeneration20,Aspiring Genius,notable,,286,7,23,-7003.21,-5780.9,20% increased Mana Regeneration Rate|10% chance to Gain [ArcaneSurgeDuration|Arcane Surge] when you deal a [Critical|Critical Hit],2,ConcentratedLiquidSuffering|DilutedLiquidGreed|DilutedLiquidGreed,,,,,,,true,,,,,,,28578|24551,,1090|1091,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
28578,28578,mana_regeneration3,Mana Regeneration and Critical Chance,small,,286,7,2,-6813.5,-5755.92,8% increased Mana Regeneration Rate|8% increased [Critical|Critical Hit Chance],2,,,,,,,,,,,,,,,,27388|904,1090|1092,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
904,904,mana_regeneration4,Mana Regeneration and Critical Chance,small,,286,7,4,-6722,-5664.42,8% increased Mana Regeneration Rate|8% increased [Critical|Critical Hit Chance],2,,,,,,,,,,,,,,,28578,35831,1089|1092,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
24551,24551,mastery_mana_6596,Mana Mastery,mastery,,286,0,0,-6938.5,-5539.42,,0,,,,,,,,,,true,,,,,,45632|27388,1085|1091,Art/2DArt/SkillIcons/passives/MasteryGroupMana.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryManaPattern.png,
26725,26725,jewel_slot1956,[Jewel] Socket,jewel_socket,,287,0,0,-6934.34,4002.72,,0,,,,,,,,,,,true,,,,57703,63114|52298|58838|22975,787|945|1183|1185|1093,Art/2DArt/SkillIcons/passives/MasteryBlank.png,,
31805,31805,duration1_,Increased Duration,small,,288,3,15,-7144.51,3057.29,10% increased Skill Effect Duration,1,,,,,,,,,,,,,,44017,44461,52298,947|1094,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
44461,44461,duration3,Increased Duration,small,,288,7,21,-7085.11,2644.34,10% increased Skill Effect Duration,1,,,,,,,,,,,,,,44017,54998,31805,1094|1095,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
54998,54998,duration5,Protraction,notable,,288,2,5,-6749.92,2778.67,20% increased Skill Effect Duration|15% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,LiquidDespair|LiquidDisgust|DilutedLiquidGuilt,,,,,,,true,,,,,,44017,29993,44461,1095|1096,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
29041,29041,duration_spells2,Slow Effect on You,small,,288,3,12,-6908.33,3155.11,8% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,1,,,,,,,,,,,,,,44017,31388|52298,,1097|1098,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
31388,31388,duration_spells3,Slow Effect on You,small,,288,3,7,-6585.72,2907.56,8% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,1,,,,,,,,,,,,,,44017,51394,29041,1097|1099,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
51394,51394,duration_spells4,Unimpeded,notable,,288,3,2,-6741.33,2531.86,24% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,1,ConcentratedLiquidIsolation|LiquidEnvy|ConcentratedLiquidIsolation,,,,,,,true,,,,,,44017,29993,31388,1099|1100,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
29993,29993,mastery_duration91,Duration Mastery,mastery,,288,1,8,-6979.35,2862.11,,0,,,,,,,,,,true,,,,,,54998|51394,1096|1100,Art/2DArt/SkillIcons/passives/MasteryDuration.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryDurationPattern.png,
43778,43778,jagged_ground1,Bleed Chance,small,,289,3,2,-6735.9,6366.13,5% chance to inflict [Bleeding|Bleeding] on [HitDamage|Hit],1,,,,,,,,,,,,,,,36894,14515|8600,1106|1405|1101,Art/2DArt/SkillIcons/passives/Blood2.png,,
36894,36894,jagged_ground2,Bleed Chance,small,,289,3,20,-7192.15,6488.38,5% chance to inflict [Bleeding|Bleeding] on [HitDamage|Hit],1,,,,,,,,,,,,,,32349,61938,43778|33137,1101|1109|1102,Art/2DArt/SkillIcons/passives/Blood2.png,,
17330,17330,jagged_ground25,Perforation,notable,,289,2,23,-6945.34,6496.97,20% chance for [Bleeding] to be [Aggravate|Aggravated] when Inflicted against Enemies on [JaggedGround|Jagged Ground]|40% increased [JaggedGround|Jagged Ground] Duration,2,DilutedLiquidGreed|DilutedLiquidGreed|ConcentratedLiquidSuffering,,,,,,,true,,,,,,,61927,33137,1110|1103,Art/2DArt/SkillIcons/icongroundslam.png,,
3698,3698,jagged_ground26,Spike Pit,notable,,289,2,11,-6860.45,6813.8,Enemies in [JaggedGround|Jagged Ground] you create take 10% increased Damage,1,ConcentratedLiquidIsolation|ConcentratedLiquidIsolation|DilutedLiquidGreed,,,,,,,true,,,,,,32349,33137,61927,1108|1104,Art/2DArt/SkillIcons/icongroundslam.png,,
61938,61938,jagged_ground3,Jagged Ground Effect,small,,289,3,14,-7069.9,6944.64,15% increased [BuffMagnitude|Magnitude] of [JaggedGround|Jagged Ground] you create,1,,,,,,,,,,,,,,32349,14515,3446|36894,855|1102|1105,Art/2DArt/SkillIcons/icongroundslam.png,,
14515,14515,jagged_ground4,Jagged Ground Effect,small,,289,3,8,-6613.64,6822.38,15% increased [BuffMagnitude|Magnitude] of [JaggedGround|Jagged Ground] you create,1,,,,,,,,,,,,,,,43778,61938|61927,1105|1107|1106,Art/2DArt/SkillIcons/icongroundslam.png,,
61927,61927,jagged_ground5,Jagged Ground Effect,small,,289,2,5,-6744.48,6612.94,15% increased [BuffMagnitude|Magnitude] of [JaggedGround|Jagged Ground] you create,1,,,,,,,,,,,,,,,14515|3698,17330,1103|1107|1108,Art/2DArt/SkillIcons/icongroundslam.png,,
33137,33137,jagged_ground6,Bleed Damage,small,,289,2,17,-7061.31,6697.83,10% increased [BuffMagnitude|Magnitude] of [Bleeding|Bleeding] you inflict,1,,,,,,,,,,,,,,32349,36894|17330,3698,1104|1109|1110,Art/2DArt/SkillIcons/passives/Blood2.png,,
21568,21568,attributes52,Attribute,attribute,,290,0,0,-6880.96,-4712.38,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,26196|26300|41105,45354|11248,1173|1177|1111|1112|1113,Art/2DArt/SkillIcons/passives/plusattribute.png,,
1170,1170,area_attacks12,Area Damage,small,,291,3,22,-7029.15,699.073,10% increased [Attack] Area Damage,1,,,,,,,,,,,,,,,58295,41126|53785,1121|1125|1114,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
53089,53089,area_attacks13,Attack Area,small,,291,2,12,-6862.15,1152.32,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,,9918|10474,16626,1117|1115|1116,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
16626,16626,area_attacks27,Impact Area,notable,,291,2,20,-7004.17,906.325,12% increased Area of Effect if you have [Stun|Stunned] an Enemy [Recently|Recently]|12% increased Area of Effect for [Attack|Attacks],2,LiquidParanoia|LiquidEnvy|LiquidDisgust,,,,,,,true,,,,,,,53089|62023,9918,1127|1117|1118,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
64443,64443,area_attacks29,Impact Force,notable,,291,3,8,-6572.89,1155.33,20% increased [Stun] Buildup|25% increased [Attack] Area Damage,2,ConcentratedLiquidFear|DilutedLiquidIre|ConcentratedLiquidFear,,,,,,,true,,,,,,,41126|62023,10474,1123|1119|1120,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
41126,41126,area_attacks6__,Area Damage,small,,291,3,4,-6572.89,821.325,10% increased [Attack] Area Damage,1,,,,,,,,,,,,,,,1170|9918,64443,1119|1121|1122,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
10474,10474,area_attacks7,Attack Area,small,,291,3,12,-6862.15,1322.32,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,,64443|53785,53089,1116|1123|1124,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
53785,53785,area_attacks8,Attack Area,small,,291,3,18,-7196.15,988.325,6% increased Area of Effect for [Attack|Attacks],1,,,,,,,,,,,,,,,1170|23307,10474,1124|1125|1126,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
9918,9918,area_attacks9,Area Damage,small,,291,2,4,-6720.12,906.325,10% increased [Attack] Area Damage,1,,,,,,,,,,,,,,,16626,53089|41126,1115|1122|1127,Art/2DArt/SkillIcons/passives/AreaDmgNode.png,,
62023,62023,mastery_attack12,Attack Mastery,mastery,,291,0,0,-6862.15,988.325,,0,,,,,,,,,,true,,,,,,16626|64443,1118|1120,Art/2DArt/SkillIcons/passives/AttackBlindMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryAttackPattern.png,
21127,21127,mastery_totem_6748,Totem Mastery,mastery,,292,4,30,-6605.4,-7032.97,,0,,,,,,,,,,true,,,,,,51105|51820,1130|1133,Art/2DArt/SkillIcons/passives/AttackTotemMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryTotemPattern.png,
35974,35974,totems19,Totem Life,small,,292,2,22,-6931.4,-7597.62,16% increased [Totem] Life,1,,,,,,,,,,,,,,45202,51105,14110,1138|1128,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
51105,51105,totems21,Spirit Bond,notable,,292,1,5,-6808.4,-7384.58,30% increased [Totem] Life|30% increased [Totem] Duration,2,DilutedLiquidGreed|DilutedLiquidIre|ConcentratedLiquidFear,,,,,,,true,,,,,,45202,48979|21127,35974,1128|1129|1130,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
5398,5398,totems31,Totem Cast Speed,small,,292,4,34,-6764.66,-6975.01,[Spell|Spells] Cast by [Totem|Totems] have 4% increased Cast Speed,1,,,,,,,,,,,,,,45202,51820,22484,1132|1131,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
22484,22484,totems32,Totem Cast Speed,small,,292,7,18,-7099.4,-7455.59,[Spell|Spells] Cast by [Totem|Totems] have 4% increased Cast Speed,1,,,,,,,,,,,,,,45202,5398,14110,1137|1132,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
51820,51820,totems33_,Ancestral Conduits,notable,,292,6,30,-6429.9,-6729,12% increased [Attack] and Cast Speed if you've summoned a [Totem|Totem] [Recently|Recently],1,LiquidDespair|ConcentratedLiquidSuffering|ConcentratedLiquidSuffering,,,,,,,true,,,,,,,21127,5398|38124|48979,1131|1134|1139|1133,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
38124,38124,totems35,Totem Damage,small,,292,4,26,-6475.58,-7141.91,15% increased [Totem|Totem] Damage,1,,,,,,,,,,,,,,45202,51820,6355,1136|1134,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
6355,6355,totems36,Totem Damage,small,,292,7,2,-6724.4,-7672.1,15% increased [Totem|Totem] Damage,1,,,,,,,,,,,,,,45202,14110|38124,,1135|1136,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
14110,14110,totems37,Totem Damage,small,,292,3,22,-7016.4,-7744.85,15% increased [Totem|Totem] Damage,1,,,,,,,,,,,,,,45202,22484|35974,59093|6355,1048|1135|1137|1138,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
48979,48979,totems52_,Totem Life,small,,292,3,10,-6682.4,-7166.34,16% increased [Totem] Life,1,,,,,,,,,,,,,,45202,51820,51105,1129|1139,Art/2DArt/SkillIcons/passives/totemandbrandlife.png,,
48935,48935,oracle_flat_lightning1,Attack Added Lighting Damage,small,,293,3,3,-6610.4,-475.569,Adds 1 to 7 [Lightning] damage to [Attack|Attacks],1,,,,,,,,,,,,,,,61367,26291,1042|1140,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
61367,61367,oracle_flat_lightning2,Attack Added Lighting Damage,small,,293,2,10,-6764.57,-97.3668,Adds 1 to 7 [Lightning] damage to [Attack|Attacks],1,,,,,,,,,,,,,,,64239,48935,1140|1141,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
64239,64239,oracle_flat_lightning3_,Innate Rune,notable,,293,2,17,-7004.99,-196.949,Adds 1 to 37 [Lightning] damage to [Attack|Attacks],1,,,,,,,,true,,,,,,,2733,61367,1141|1142,Art/2DArt/SkillIcons/passives/LightningDamagenode.png,,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
2733,2733,oracle_lightning_mastery1,Lightning Mastery,mastery,,293,0,0,-6846.57,-239.395,,0,,,,,,,,,,true,,,,,,64239,1142,Art/2DArt/SkillIcons/passives/MasteryGroupLightning.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryLightningPattern.png,"{""unlockConstraint"":{""nodes"":[5571],""ascendancy"":""Druid1""}}"
16249,16249,AscendancyMercenary1Notable2,Watch How I Do It,notable,Mercenary1,294,0,0,-6825.59,16355.7,"[Allies] in your [Presence] gain added [Attack] Damage equal
to 25% of your main hand Weapon's damage",1,,,,,,,,true,,,,,,,,32560,1171,Art/2DArt/SkillIcons/passives/Tactician/TacticianAlliesGainAttack.png,,
50757,50757,mastery_evasion108,Evasion Mastery,mastery,,295,0,0,-6813.53,-3551.71,,0,,,,,,,,,,true,,,,,,59938,1145,Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryEvasionPattern.png,
62303,62303,slow_mitigation17,Ailment Threshold and Slow Effect on You,small,,295,7,23,-6878.24,-3793.2,10% increased [AilmentThreshold|Elemental Ailment Threshold]|5% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,2,,,,,,,,,,,,,,,59938,33045,1144|1143,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
33045,33045,slow_mitigation18,Ailment Threshold and Slow Effect on You,small,,295,4,65,-7093.44,-3951.46,10% increased [AilmentThreshold|Elemental Ailment Threshold]|5% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,2,,,,,,,,,,,,,,,62303,39710,943|1144,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
59938,59938,slow_mitigation19_,Against the Elements,notable,,295,0,0,-6813.53,-3551.71,30% increased [AilmentThreshold|Elemental Ailment Threshold]|15% reduced [Slow|Slowing] Potency of [Debuff|Debuffs] on You,2,LiquidDisgust|DilutedLiquidIre|LiquidEnvy,,,,,,,true,,,,,,,50757,62303,1143|1145,Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.png,,
