id,int_id,name,page_name,main_page,atlas_sub_tree,type,frame,icon,stat_text_raw,stat_text,flavour_text,reminder_text,connections,connection_count,skill_points,weapon_set_points,buff_id,is_in_game,is_atlas_passive,is_keystone,is_notable,is_starting_node,is_multiple_choice,is_multiple_choice_option,is_icon_only,is_jewel_socket,is_attribute,is_free
AtlasEssenceNotable11g,,Essence Dowsing: Electricity,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Lightning modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Lightning]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable11h,,Essence Dowsing: Ruin,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Chaos modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Chaos]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable12,,Corrupted Lattices,,,Generic,keystone,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Select a bonus when Corrupting Essence Monsters,Select a bonus when Corrupting [[Essence (encounter)|Essence]] Monsters,,,AtlasGenericNotable29,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasEssenceNotable12a,,Corrupted Lattices: Stable Prison,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Corrupting Essence Monsters cannot immediately release them and will always change their Essences,Corrupting [[Essence (encounter)|Essence]] Monsters cannot immediately release them and will always change their Essences,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable12b,,Corrupted Lattices: Duplication,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Corrupted Essence Monsters have 25% chance to be Duplicated when released,Corrupted [[Essence (encounter)|Essence]] Monsters have 25% chance to be Duplicated when released,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable12c,,Corrupted Lattices: Deepened Corruption,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Corrupting Essence Monsters Corrupts them an additional time,Corrupting [[Essence (encounter)|Essence]] Monsters Corrupts them an additional time,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable12d,,Corrupted Lattices: Ruptured Flesh,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,When Corrupting Rare Essence Monsters immediately releases them they are instead immediately killed,When Corrupting [[Rare]] [[Essence (encounter)|Essence]] Monsters immediately releases them they are instead immediately killed,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13,,Crystalline Patterns,,,Generic,keystone,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance to find certain Essence types,100% increased chance to find certain [[Essence]] types,,,AtlasEssence4_,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasEssenceNotable13a,,Crystalline Patterns: Battle,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Attack modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Attack]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13b,,Crystalline Patterns: Sorcery,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Caster modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Spell|Caster]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13c,,Crystalline Patterns: Alacrity,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Speed modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add Speed modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13d,,Crystalline Patterns: Infinite,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Attribute modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Attribute]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13e,,Crystalline Patterns: Seeking,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Critical modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Critical]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13f,,Crystalline Patterns: Opulence,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Rarity modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Rarity]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable13g,,Crystalline Patterns: Command,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,100% increased chance for Essences found in your Maps to add Ally modifiers,100% increased chance for [[Essence (encounter)|Essences]] found in your Maps to add [[Ally]] modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable2,,Imprisoned Monstrosities,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Rare Essence Monsters have a 40% increased chance of Monster Modifiers,[[Rare]] [[Essence (encounter)|Essence]] Monsters have a 40% increased chance of [[Monster Modifier]]s,,,"AtlasGenericSmall18,AtlasGenericSmall17,AtlasGenericSmall71",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable3,,Trapped Subordinate,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Essence Monster Packs have a 50% increased chance to have an Additional Rare Monster,[[Essence (encounter)|Essence]] Monster [[Pack]]s have a 50% increased chance to have an [[Additional Rare Monsters|Additional Rare Monster]],,,"AtlasRareMonsterChance3,AtlasGenericSmall18",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable4,,Greater Pattern,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Minions of Essence Monsters are Empowered | 2% chance for minions of Essence Monsters to drop a random Greater Essence,Minions of [[Essence (encounter)|Essence]] Monsters are [[Empowered Monster Minions|Empowered]] | 2% chance for minions of [[Essence (encounter)|Essence]] Monsters to drop a random Greater Essence,,,"AtlasEssence4_,AtlasEssence6",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable5,,Multi-Dimensional Lattice,,,Generic,notable,,File:EssenceNotable3 (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable6,,Flawless Patterns,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,30% increased chance to find Perfect Essences,30% increased chance to find Perfect [[Essence (encounter)|Essences]],,,"AtlasEssence4_,AtlasHybridLeagueSmall2_,AtlasBiomeSwamp1",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable7,,Crystalline Overgrowth,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Essence Monsters have 15% chance to have an additional Essence,[[Essence (encounter)|Essence]] Monsters have 15% chance to have an additional Essence,,,"AtlasEssenceNotable11,AtlasGenericSmall17",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable8_,,Man Trap,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,10% chance for Essence Monsters to be Rogue Exiles,10% chance for [[Essence (encounter)|Essence]] Monsters to be [[Rogue Exiles]],,,"AtlasHybridLeagueSmall1,AtlasEssence6",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasEssenceNotable9,,Intensifying Energies,,,Generic,notable,,File:EssenceNode1 (AtlasTrees) passive skill icon.png,Essence Monsters have 10% Surpassing chance to have an | additional Essence per Explicit Modifier on the Map,[[Essence (encounter)|Essence]] Monsters have 10% [[Surpassing chance|Surpassing]] chance to have an | additional Essence per Explicit Modifier on the Map,,,"AtlasRareMonsterModifiersChance2,AtlasEssence5_",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExceptionalBodyArmour__,,Exceptional Vestments,,,Generic,notable,,File:ExceptionalItemsBodyArmour (AtlasTrees) passive skill icon.png,Body Armour may be found as Exceptional Items,Body Armour may be found as [[Exceptional Item]]s,,,"AtlasCleansed4,AtlasCleansed1,AtlasCleansed2",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExceptionalBoots,,Exceptional Footwear,,,Generic,notable,,File:ExceptionalItemsBoots (AtlasTrees) passive skill icon.png,Boots may be found as Exceptional Items,Boots may be found as [[Exceptional Item]]s,,,"AtlasRareMonsterModifiersChance6,AtlasRarity1",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExceptionalGloves,,Exceptional Handiwork,,,Generic,notable,,File:ExceptionalItemsGloves (AtlasTrees) passive skill icon.png,Gloves may be found as Exceptional Items,Gloves may be found as [[Exceptional Item]]s,,,AtlasMagicMonster9_,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExceptionalHelmets,,Exceptional Adornments,,,Generic,notable,,File:ExceptionalItemsHelmets (AtlasTrees) passive skill icon.png,Helmets may be found as Exceptional Items,Helmets may be found as [[Exceptional Item]]s,,,AtlasRareMonsterModifiersChance2,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExceptionalWeapons,,Exceptional Armaments,,,Generic,notable,,File:ExceptionalItemsWeaponsShields (AtlasTrees) passive skill icon.png,"Weapons, Shields and Focii may be found as Exceptional Items","Weapons, Shields and Focii may be found as [[Exceptional Item]]s",,,"AtlasCorruption3,AtlasCorruption2,AtlasCorruption6",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericKeystone1,,Corrupted Infusion,,,Generic,keystone,,File:TwistOfFateAtlas (AtlasTrees) passive skill icon.png,Corrupted Waystones are Corrupted an additional time when used to traverse a Map,[[Corrupted]] [[Waystone]]s are [[Corrupted]] an additional time when used to traverse a Map,"We seek to cleanse Corruption, not intensify it, but there may be merit to a paradoxical strategy.",,,0,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasGenericKeystone2,,Unstable Energies,,,Generic,keystone,,File:RandomBetterPrefixSuffix (AtlasTrees) passive skill icon.png,Waystones have 25% more effect of Prefix Modifiers or 25% more effect of Suffix Modifiers when opening Maps,[[Waystone]]s have 25% more effect of Prefix Modifiers or 25% more effect of Suffix Modifiers when opening Maps,Overcharge the machine at your own risk.,,,0,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasGenericKeystone3,,Ecological Shift,,,Generic,keystone,,File:AtlasHarvestLifeforceDuplicated (AtlasTrees) passive skill icon.png,40% more chance of Random Extra Content | 20% less number of Monster Packs in your Maps,40% more chance of [[Extra Content|Random Extra Content]] | 20% less number of Monster Packs in your Maps,Everything changes in the wake of Corruption.,,,0,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasGenericMastery1,23060,,,,Generic,icon_only,,File:AtlasPassiveMasterySextant (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery10,32223,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery11,35104,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery12,56760,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery13,20815,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery14,33555,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery15,21837,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery2,58439,,,,Generic,icon_only,,File:AtlasPassiveMasterySextant (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery3,49171,,,,Generic,icon_only,,File:AtlasPassiveMasterySextant (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery4,2949,,,,Generic,icon_only,,File:AtlasPassiveMasteryMap (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery5_,14329,,,,Generic,icon_only,,File:AtlasPassiveMasteryMap (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery6,48427,,,,Generic,icon_only,,File:AtlasPassiveMasteryMap (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery7,21815,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery8,52674,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericMastery9,56480,,,,Generic,icon_only,,File:AtlasPassiveMasteryKirac (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,false,false,false,false,true,false,false,false
AtlasGenericNotable1,,Rising Danger,,,Generic,notable,,File:AlvaNode (AtlasTrees) passive skill icon.png,20% increased Rare Monsters,20% increased [[Rare]] Monsters,,,"AtlasRareMonsterModifiersChance8,AtlasRareMonsterChance3,AtlasRareMonsterModifiersChance5",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable11,,Fortunate Path,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,100% increased Rarity of Waystones found,100% increased [[Rarity]] of [[Waystone]]s found,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable12,,The High Road,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,10% chance for Waystones found in your Maps to be Rare and Corrupted,10% chance for [[Waystone]]s found in your Maps to be [[Rare]] and [[Corrupted]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable14,,Treasure Coves,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,20% increased amount of Rare Chests | 30% increased amount of Magic Chests,20% increased amount of [[Rare]] Chests | 30% increased amount of [[Magic]] Chests,,,"AtlasBiomeMountain1,AtlasMagicMonster7,AtlasBiomeMountain2",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable15_,,Grueling Journey,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,2% increased effect of Explicit Modifiers on your Waystones for each Explicit Modifier,2% increased effect of Explicit Modifiers on your [[Waystone]]s for each Explicit Modifier,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable16,,Constant Crossroads,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,10% increased Quantity of Waystones found,10% increased Quantity of [[Waystone]]s found,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable18,,Local Knowledge,,,Generic,notable,,File:AlvaNotable1 (AtlasTrees) passive skill icon.png,Desert Biome Maps have 40% increased chance to drop Baryas and Inscribed Ultimatums | Mountain Biome Maps have 40% increased chance to drop Gold | Grass Biome Maps have 40% increased chance to drop Socket Currency | Forest Biome Maps have 40% increased chance to drop Jewels | Swamp and Water Biome Maps have 40% increased chance to drop Basic Currency,Desert Biome Maps have 40% increased chance to drop Baryas and Inscribed Ultimatums | Mountain Biome Maps have 40% increased chance to drop Gold | Grass Biome Maps have 40% increased chance to drop Socket Currency | Forest Biome Maps have 40% increased chance to drop Jewels | Swamp and Water Biome Maps have 40% increased chance to drop Basic Currency,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable19,5715,Crystalline Growths,,,Generic,notable,,File:EssenceNotable3 (AtlasTrees) passive skill icon.png,Your Maps have 100% increased chance to contain Essences,Your Maps have 100% increased chance to contain [[Essence (encounter)|Essences]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable2,,Expanding Hordes,,,Generic,notable,,File:AlvaNode (AtlasTrees) passive skill icon.png,10% increased Magic Pack Size,10% increased [[Magic]] Pack Size,,,"AtlasMagicMonster6,AtlasGenericSmall13,AtlasMagicMonster3",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable20,,Wanted Poster,,,Generic,notable,,File:AnarchyNotable1 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable21,,Precursor Influence,,,Generic,notable,,File:AlvaNotable1 (AtlasTrees) passive skill icon.png,30% increased Quantity of Tablets found,30% increased Quantity of [[Tablets]] found,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable22,,Teeming Horde,,,Generic,notable,,File:AlvaNotable1 (AtlasTrees) passive skill icon.png,10% increased number of Monster Packs in your Maps,10% increased number of Monster Packs in your Maps,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable23,,Remnants of Power,,,Generic,notable,,File:AlvaNotable1 (AtlasTrees) passive skill icon.png,20% chance for double effect of Explicit Modifiers on Tablets,20% chance for double effect of Explicit Modifiers on [[Tablets]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable24,,Resonant Lattice,,,Generic,notable,,File:EssenceNotable3 (AtlasTrees) passive skill icon.png,30% increased chance to find Perfect Essences | 30% chance for minions of Essence Monsters to be Empowered,30% increased chance to find Perfect [[Essence (encounter)|Essences]] | 30% chance for minions of [[Essence (encounter)|Essence]] Monsters to be [[Empowered Monster Minions|Empowered]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable25,,Enigmatic Intensification,,,Generic,notable,,File:AlvaNotable1 (AtlasTrees) passive skill icon.png,3% increased effect of Explicit Modifiers on your Waystones for each Tablet affecting Map area,3% increased effect of Explicit Modifiers on your [[Waystone]]s for each [[Tablet]] affecting Map area,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable26,,Hidden Horrors,,,Generic,notable,,File:StrongboxNotable1 (AtlasTrees) passive skill icon.png,Strongboxes have 50% increased chance to be guarded by Magic Monster Packs | Strongboxes have 50% increased chance to be guarded by Rare Monster Packs,[[Strongbox]]es have 50% increased chance to be guarded by [[Magic]] Monster Packs | [[Strongbox]]es have 50% increased chance to be guarded by [[Rare]] Monster Packs,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable27,,Strongbox Type Selector,,,Generic,notable,,File:StrongboxNotable1 (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable28,,Essence Type Selector,,,Generic,notable,,File:EssenceNotable3 (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable29,,Harmonic Corruption,,,Generic,notable,,File:EssenceNotable3 (AtlasTrees) passive skill icon.png,37% chance when Corrupting Essence Monsters to Corrupt them an additional time,37% chance when Corrupting [[Essence (encounter)|Essence]] Monsters to Corrupt them an additional time,,,"AtlasEssence7,AtlasEssence9_,AtlasEssenceNotable12",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable3,11349,Places of Worship,,,Generic,notable,,File:Shrines (AtlasTrees) passive skill icon.png,Your Maps have 100% increased chance to contain Shrines,Your Maps have 100% increased chance to contain [[Shrine]]s,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable30,,Guiding Light,,,Generic,notable,,File:VividPrimalWildWisps (AtlasTrees) passive skill icon.png,40% increased chance of Azmeri Spirits,40% increased chance of [[Azmeri Spirit]]s,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable31,,Illumination,,,Generic,notable,,File:VividPrimalWildWisps (AtlasTrees) passive skill icon.png,Azmeri Spirits have 50% increased Influence Area | 25% increased Azmeri Spirit empowerment when defeating Spirit-Influenced Monsters,[[Azmeri Spirit]]s have 50% increased [[Spirit-Influenced|Influence]] Area | 25% increased [[Azmeri Spirit]] empowerment when defeating [[Spirit-Influenced]] Monsters,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable32,,Mystic Guardians,,,Generic,notable,,File:Shrines (AtlasTrees) passive skill icon.png,33% chance for Shrine Worshippers to be Magic,33% chance for [[Shrine]] [[Shrine Worship|Worshippers]] to be [[Magic]],,,"AtlasGenericSmall65_,AtlasShrines3",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable33,,Shrine Type Selector,,,Generic,notable,,File:ShrinesNode (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable34,,Spirit Type Selector,,,Generic,notable,,File:VividPrimalWildWisps (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable35,,Shining Trail,,,Generic,notable,,File:VividPrimalWildWisps (AtlasTrees) passive skill icon.png,Possessed Monsters have 25% chance to release Spirits on death | 25% increased Rarity of Items dropped by Possessed Monsters,[[Possessed]] Monsters have 25% chance to release [[Azmerian wisp|Spirits]] on death | 25% increased Rarity of Items dropped by [[Possessed]] Monsters,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable36,,Hidden Compartments,,,Generic,notable,,File:StrongboxNotable3 (AtlasTrees) passive skill icon.png,Strongboxes have 15% chance to be openable twice,[[Strongbox]]es have 15% chance to be openable twice,,,"AtlasHybridLeagueSmall6,AtlasStrongbox7",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable37,,Exile Attribute Selector,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable38,,Exile Item Class Selector,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,,,,,,0,0,0,,true,true,false,true,false,true,false,false,false,false,false
AtlasGenericNotable39,,Merging Worlds,,,Generic,notable,,File:HarvestNotable4 (AtlasTrees) passive skill icon.png,When a Monster is Possessed by a Sacred Spirit it is also Possessed by another random Spirit,When a Monster is [[Possessed]] by a Sacred [[Azmerian wisp|Spirit]] it is also [[Possessed]] by another random [[Azmerian wisp|Spirit]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable4,,High-Value Thefts,,,Generic,notable,,File:StrongboxNotable1 (AtlasTrees) passive skill icon.png,Strongboxes in your Maps have 60% increased chance to be Rare | Strongboxes have 30% increased chance to be Unique,[[Strongbox]]es in your Maps have 60% increased chance to be [[Rare]] | [[Strongbox]]es have 30% increased chance to be [[Unique]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable40,,Keen Crafters,,,Generic,notable,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,Items on Rogue Exiles have maximum Sockets,Items on [[Rogue Exiles]] have maximum Sockets,,,"AtlasMapBossNotable2,AtlasRogueExilesNotable13,AtlasGenericSmall103",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable5,,Favoured Disciple,,,Generic,notable,,File:Shrines (AtlasTrees) passive skill icon.png,50% increased Effect of Buffs granted by Shrines,50% increased [[Buff|Effect]] of [[Buffs]] granted by [[Shrine]]s,,,"AtlasShrines4__,AtlasShrines2",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable6,,Twin Threats,,,Generic,notable,,File:AlvaNode (AtlasTrees) passive skill icon.png,1 Rare Monster per Area is Duplicated,1 [[Rare]] Monster per Area is Duplicated,,,"AtlasRareMonsterModifiersChance8,AtlasRareMonsterChance2,AtlasRareMonsterModifiersChance5",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable7,,Bountiful Bloodlines,,,Generic,notable,,File:AlvaNode (AtlasTrees) passive skill icon.png,20% increased Magic Monsters,20% increased [[Magic]] Monsters,,,"AtlasGenericSmall13,AtlasMagicMonster3,AtlasStrongboxNotable1",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable8_,,Likely Ambush,,,Generic,notable,,File:StrongboxNotable1 (AtlasTrees) passive skill icon.png,40% increased chance of Strongboxes,40% increased chance of [[Strongbox]]es,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericNotable9,,Lucky Pillage,,,Generic,notable,,File:AlvaNode2 (AtlasTrees) passive skill icon.png,8% increased Rarity of Items found | 5% increased Quantity of Items found,8% increased [[Rarity]] of Items found | 5% increased Quantity of Items found,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasGenericSmall1,,Item Rarity,,,Generic,small,,File:ItemQuantityandRarity (AtlasTrees) passive skill icon.png,2% increased Rarity of Items found,2% increased [[Rarity]] of Items found,,,"AtlasBiomeGenericNotable4,AtlasMonsterPackSizeSelector1,AtlasRareMonsterModifiersChance3",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasGenericSmall10,,Shrine Chance,,,Generic,small,,File:ShrinesNode (AtlasTrees) passive skill icon.png,40% increased chance of Shrines,40% increased chance of [[Shrine]]s,,,"AtlasShrinesNotable10,AtlasShrinesNotable8,AtlasShrinesNotable4_",3,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasGenericSmall100,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasGenericSmall101,,Pack Size,,,Generic,small,,File:RareMonstersnode (AtlasTrees) passive skill icon.png,2% increased Pack Size,2% increased [[Pack]] Size,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasGenericSmall102,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasBiomeForestNotable2,AtlasRogueExilesNotable8",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasGenericSmall103,,Rogue Exile Chance,,,Generic,small,,File:AnarchyNotable3 (AtlasTrees) passive skill icon.png,40% increased chance of Rogue Exiles,40% increased chance of [[Rogue Exiles]],,,"AtlasGenericNotable40,AtlasRogueExilesNotable2",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
