id,name,statText,modDescription,type,tier,level,dropChance,valueRange,tags,modFamily,modType,modGroupId,weights,weightSources,category,isCraftable,isEssenceOnly,craftTags,allImplicitTags,addsTags,spawnTags,spawnWeights,applicableItemTypes,source,stats,displayTiers
LocalIncreasedEvasionAndLife1,Flea's,"(6-13)% increased Evasion Rating
+(7-10) to maximum Life","(6-13)% increased Evasion Rating
+(7-10) to maximum Life",prefix,1,8,100,"[6, 13]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife1,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife1,"[{'id': 'local_evasion_rating_+%', 'max': 13, 'min': 6}, {'id': 'base_maximum_life', 'max': 10, 'min': 7}]","[6, 6, 6]"
LocalIncreasedEvasionAndLife2,Fawn's,"(14-20)% increased Evasion Rating
+(11-19) to maximum Life","(14-20)% increased Evasion Rating
+(11-19) to maximum Life",prefix,2,16,100,"[14, 20]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife2,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife2,"[{'id': 'local_evasion_rating_+%', 'max': 20, 'min': 14}, {'id': 'base_maximum_life', 'max': 19, 'min': 11}]","[5, 5, 5]"
LocalIncreasedEvasionAndLife3,Mouflon's,"(21-26)% increased Evasion Rating
+(20-25) to maximum Life","(21-26)% increased Evasion Rating
+(20-25) to maximum Life",prefix,3,33,100,"[21, 26]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife3,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife3,"[{'id': 'local_evasion_rating_+%', 'max': 26, 'min': 21}, {'id': 'base_maximum_life', 'max': 25, 'min': 20}]","[4, 4, 4]"
LocalIncreasedEvasionAndLife4,Ram's,"(27-32)% increased Evasion Rating
+(26-32) to maximum Life","(27-32)% increased Evasion Rating
+(26-32) to maximum Life",prefix,4,46,100,"[27, 32]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife4,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife4,"[{'id': 'local_evasion_rating_+%', 'max': 32, 'min': 27}, {'id': 'base_maximum_life', 'max': 32, 'min': 26}]","[3, 3, 3]"
LocalIncreasedEvasionAndLife5,Ibex's,"(33-38)% increased Evasion Rating
+(33-41) to maximum Life","(33-38)% increased Evasion Rating
+(33-41) to maximum Life",prefix,5,60,100,"[33, 38]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife5,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife5,"[{'id': 'local_evasion_rating_+%', 'max': 38, 'min': 33}, {'id': 'base_maximum_life', 'max': 41, 'min': 33}]","[2, 2, 2]"
LocalIncreasedEvasionAndLife6,Stag's,"(39-42)% increased Evasion Rating
+(42-49) to maximum Life","(39-42)% increased Evasion Rating
+(42-49) to maximum Life",prefix,6,78,100,"[39, 42]","['evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndLife6,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex', 'body_armours_dex', 'gloves_dex']",LocalIncreasedEvasionAndLife6,"[{'id': 'local_evasion_rating_+%', 'max': 42, 'min': 39}, {'id': 'base_maximum_life', 'max': 49, 'min': 42}]","[1, 1, 1]"
LocalIncreasedEnergyShieldAndLife1,Monk's,"(6-13)% increased Energy Shield
+(7-10) to maximum Life","(6-13)% increased Energy Shield
+(7-10) to maximum Life",prefix,1,8,100,"[6, 13]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife1,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife1,"[{'id': 'local_energy_shield_+%', 'max': 13, 'min': 6}, {'id': 'base_maximum_life', 'max': 10, 'min': 7}]","[6, 6, 6]"
LocalIncreasedEnergyShieldAndLife2,Prior's,"(14-20)% increased Energy Shield
+(11-19) to maximum Life","(14-20)% increased Energy Shield
+(11-19) to maximum Life",prefix,2,16,100,"[14, 20]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife2,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife2,"[{'id': 'local_energy_shield_+%', 'max': 20, 'min': 14}, {'id': 'base_maximum_life', 'max': 19, 'min': 11}]","[5, 5, 5]"
LocalIncreasedEnergyShieldAndLife3,Abbot's,"(21-26)% increased Energy Shield
+(20-25) to maximum Life","(21-26)% increased Energy Shield
+(20-25) to maximum Life",prefix,3,33,100,"[21, 26]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife3,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife3,"[{'id': 'local_energy_shield_+%', 'max': 26, 'min': 21}, {'id': 'base_maximum_life', 'max': 25, 'min': 20}]","[4, 4, 4]"
LocalIncreasedEnergyShieldAndLife4,Bishop's,"(27-32)% increased Energy Shield
+(26-32) to maximum Life","(27-32)% increased Energy Shield
+(26-32) to maximum Life",prefix,4,46,100,"[27, 32]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife4,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife4,"[{'id': 'local_energy_shield_+%', 'max': 32, 'min': 27}, {'id': 'base_maximum_life', 'max': 32, 'min': 26}]","[3, 3, 3]"
LocalIncreasedEnergyShieldAndLife5,Exarch's,"(33-38)% increased Energy Shield
+(33-41) to maximum Life","(33-38)% increased Energy Shield
+(33-41) to maximum Life",prefix,5,60,100,"[33, 38]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife5,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife5,"[{'id': 'local_energy_shield_+%', 'max': 38, 'min': 33}, {'id': 'base_maximum_life', 'max': 41, 'min': 33}]","[2, 2, 2]"
LocalIncreasedEnergyShieldAndLife6,Pope's,"(39-42)% increased Energy Shield
+(42-49) to maximum Life","(39-42)% increased Energy Shield
+(42-49) to maximum Life",prefix,6,78,100,"[39, 42]","['energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEnergyShieldAndLife6,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'focus', 'int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'focus', 'weight': 0}, {'tag': 'int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'body_armours_int', 'gloves_int']",LocalIncreasedEnergyShieldAndLife6,"[{'id': 'local_energy_shield_+%', 'max': 42, 'min': 39}, {'id': 'base_maximum_life', 'max': 49, 'min': 42}]","[1, 1, 1]"
LocalIncreasedArmourAndEvasionAndLife1,Bully's,"(6-13)% increased Armour and Evasion
+(7-10) to maximum Life","(6-13)% increased Armour and Evasion
+(7-10) to maximum Life",prefix,1,8,100,"[6, 13]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife1,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife1,"[{'id': 'local_armour_and_evasion_+%', 'max': 13, 'min': 6}, {'id': 'base_maximum_life', 'max': 10, 'min': 7}]","[6, 6, 6]"
LocalIncreasedArmourAndEvasionAndLife2,Thug's,"(14-20)% increased Armour and Evasion
+(11-19) to maximum Life","(14-20)% increased Armour and Evasion
+(11-19) to maximum Life",prefix,2,16,100,"[14, 20]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife2,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife2,"[{'id': 'local_armour_and_evasion_+%', 'max': 20, 'min': 14}, {'id': 'base_maximum_life', 'max': 19, 'min': 11}]","[5, 5, 5]"
LocalIncreasedArmourAndEvasionAndLife3,Brute's,"(21-26)% increased Armour and Evasion
+(20-25) to maximum Life","(21-26)% increased Armour and Evasion
+(20-25) to maximum Life",prefix,3,33,100,"[21, 26]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife3,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife3,"[{'id': 'local_armour_and_evasion_+%', 'max': 26, 'min': 21}, {'id': 'base_maximum_life', 'max': 25, 'min': 20}]","[4, 4, 4]"
LocalIncreasedArmourAndEvasionAndLife4,Assailant's,"(27-32)% increased Armour and Evasion
+(26-32) to maximum Life","(27-32)% increased Armour and Evasion
+(26-32) to maximum Life",prefix,4,46,100,"[27, 32]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife4,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife4,"[{'id': 'local_armour_and_evasion_+%', 'max': 32, 'min': 27}, {'id': 'base_maximum_life', 'max': 32, 'min': 26}]","[3, 3, 3]"
LocalIncreasedArmourAndEvasionAndLife5,Aggressor's,"(33-38)% increased Armour and Evasion
+(33-41) to maximum Life","(33-38)% increased Armour and Evasion
+(33-41) to maximum Life",prefix,5,60,100,"[33, 38]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife5,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife5,"[{'id': 'local_armour_and_evasion_+%', 'max': 38, 'min': 33}, {'id': 'base_maximum_life', 'max': 41, 'min': 33}]","[2, 2, 2]"
LocalIncreasedArmourAndEvasionAndLife6,Predator's,"(39-42)% increased Armour and Evasion
+(42-49) to maximum Life","(39-42)% increased Armour and Evasion
+(42-49) to maximum Life",prefix,6,78,100,"[39, 42]","['armour', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEvasionAndLife6,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_dex_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_dex_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_dex', 'body_armours_str_dex', 'gloves_str_dex']",LocalIncreasedArmourAndEvasionAndLife6,"[{'id': 'local_armour_and_evasion_+%', 'max': 42, 'min': 39}, {'id': 'base_maximum_life', 'max': 49, 'min': 42}]","[1, 1, 1]"
LocalIncreasedArmourAndEnergyShieldAndLife1,Augur's,"(6-13)% increased Armour and Energy Shield
+(7-10) to maximum Life","(6-13)% increased Armour and Energy Shield
+(7-10) to maximum Life",prefix,1,8,100,"[6, 13]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife1,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife1,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 13, 'min': 6}, {'id': 'base_maximum_life', 'max': 10, 'min': 7}]","[6, 6, 6]"
LocalIncreasedArmourAndEnergyShieldAndLife2,Auspex's,"(14-20)% increased Armour and Energy Shield
+(11-19) to maximum Life","(14-20)% increased Armour and Energy Shield
+(11-19) to maximum Life",prefix,2,16,100,"[14, 20]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife2,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife2,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 20, 'min': 14}, {'id': 'base_maximum_life', 'max': 19, 'min': 11}]","[5, 5, 5]"
LocalIncreasedArmourAndEnergyShieldAndLife3,Druid's,"(21-26)% increased Armour and Energy Shield
+(20-25) to maximum Life","(21-26)% increased Armour and Energy Shield
+(20-25) to maximum Life",prefix,3,33,100,"[21, 26]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife3,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife3,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 26, 'min': 21}, {'id': 'base_maximum_life', 'max': 25, 'min': 20}]","[4, 4, 4]"
LocalIncreasedArmourAndEnergyShieldAndLife4,Haruspex's,"(27-32)% increased Armour and Energy Shield
+(26-32) to maximum Life","(27-32)% increased Armour and Energy Shield
+(26-32) to maximum Life",prefix,4,46,100,"[27, 32]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife4,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife4,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 32, 'min': 27}, {'id': 'base_maximum_life', 'max': 32, 'min': 26}]","[3, 3, 3]"
LocalIncreasedArmourAndEnergyShieldAndLife5,Visionary's,"(33-38)% increased Armour and Energy Shield
+(33-41) to maximum Life","(33-38)% increased Armour and Energy Shield
+(33-41) to maximum Life",prefix,5,60,100,"[33, 38]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife5,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife5,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 38, 'min': 33}, {'id': 'base_maximum_life', 'max': 41, 'min': 33}]","[2, 2, 2]"
LocalIncreasedArmourAndEnergyShieldAndLife6,Prophet's,"(39-42)% increased Armour and Energy Shield
+(42-49) to maximum Life","(39-42)% increased Armour and Energy Shield
+(42-49) to maximum Life",prefix,6,78,100,"[39, 42]","['armour', 'energy_shield', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedArmourAndEnergyShieldAndLife6,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['armour', 'energy_shield', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'str_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'str_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_str_int', 'body_armours_str_int', 'gloves_str_int']",LocalIncreasedArmourAndEnergyShieldAndLife6,"[{'id': 'local_armour_and_energy_shield_+%', 'max': 42, 'min': 39}, {'id': 'base_maximum_life', 'max': 49, 'min': 42}]","[1, 1, 1]"
LocalIncreasedEvasionAndEnergyShieldAndLife1,Poet's,"(6-13)% increased Evasion and Energy Shield
+(7-10) to maximum Life","(6-13)% increased Evasion and Energy Shield
+(7-10) to maximum Life",prefix,1,8,100,"[6, 13]","['energy_shield', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndEnergyShieldAndLife1,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex_int', 'body_armours_dex_int', 'gloves_dex_int']",LocalIncreasedEvasionAndEnergyShieldAndLife1,"[{'id': 'local_evasion_and_energy_shield_+%', 'max': 13, 'min': 6}, {'id': 'base_maximum_life', 'max': 10, 'min': 7}]","[6, 6, 6]"
LocalIncreasedEvasionAndEnergyShieldAndLife2,Musician's,"(14-20)% increased Evasion and Energy Shield
+(11-19) to maximum Life","(14-20)% increased Evasion and Energy Shield
+(11-19) to maximum Life",prefix,2,16,100,"[14, 20]","['energy_shield', 'evasion', 'resource', 'life', 'defences']",['BaseLocalDefencesAndLife'],BaseLocalDefencesAndLife,LocalIncreasedEvasionAndEnergyShieldAndLife2,"[1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull']",BaseLocalDefencesAndLife,True,False,"['life', 'defences']","['energy_shield', 'evasion', 'resource', 'life', 'defences']",[],"['boots', 'shield', 'dex_int_armour', 'default']","[{'tag': 'boots', 'weight': 0}, {'tag': 'shield', 'weight': 0}, {'tag': 'dex_int_armour', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_dex_int', 'body_armours_dex_int', 'gloves_dex_int']",LocalIncreasedEvasionAndEnergyShieldAndLife2,"[{'id': 'local_evasion_and_energy_shield_+%', 'max': 20, 'min': 14}, {'id': 'base_maximum_life', 'max': 19, 'min': 11}]","[5, 5, 5]"
